Data,Hora,Localização,TipoGeométrico,NomePonto,Eixo,Nominal,Medido,Desvio,Tol+,Tol-
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_7,X,2240.01,2239.81,-0.21,1.0,-1.0
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_7,Z,49.78,49.52,-0.26,1.0,-1.0
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_20,X,1956.2,1956.07,-0.13,0.8,-0.8
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_20,Y,-731.25,-732.19,-0.94,0.8,-0.8
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_6,X,1826.21,1825.85,-0.36,0.8,-0.8
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_6,Y,-727.31,-728.15,-0.83,0.8,-0.8
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_19,X,2076.34,2076.24,-0.1,0.8,-0.8
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_19,Y,-735.68,-736.33,-0.64,0.8,-0.8
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_18,X,968.73,968.23,-0.5,1.0,-1.0
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_18,Y,-712.09,-712.46,-0.36,1.0,-1.0
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_16,X,748.55,747.96,-0.59,0.8,-0.8
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_16,Y,-712.58,-713.08,-0.5,0.8,-0.8
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_8,X,1439.37,1438.62,-0.75,0.7,-0.7
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_8,Z,4.51,4.13,-0.38,0.7,-0.7
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_9,X,795.0,794.54,-0.46,0.8,-0.8
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_9,Z,-4.6,-4.57,0.03,0.8,-0.8
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_10,X,705.0,704.51,-0.49,1.0,-1.0
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_10,Z,19.81,19.42,-0.39,1.0,-1.0
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_11,X,610.0,609.82,-0.18,1.0,-1.0
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_11,Z,-4.32,-4.66,-0.33,1.0,-1.0
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_13,X,445.0,444.58,-0.42,1.0,-1.0
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_13,Z,10.81,10.86,0.05,1.0,-1.0
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_14,X,558.68,558.17,-0.51,1.0,-1.0
17/11/2025,10:35:11,N/D,CÍRCULO,CÍRCULO_14,Y,-648.91,-649.17,-0.26,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_1,X,1560.25,1559.33,-0.92,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_1,Y,-711.9,-711.94,-0.04,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_2,X,1560.01,1559.42,-0.59,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_2,Y,-670.85,-671.09,-0.24,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_3,X,1442.32,1441.06,-1.26,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_3,Z,-17.53,-17.65,-0.12,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_4,X,1125.08,1124.23,-0.85,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_4,Y,-670.5,-670.76,-0.26,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_5,X,925.0,924.35,-0.65,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_5,Y,-711.03,-710.92,0.11,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_6,X,925.08,924.33,-0.75,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_6,Y,-670.5,-670.48,0.02,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_7,X,725.0,724.31,-0.69,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,RETÂNGULO_7,Y,-711.87,-711.79,0.09,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,OBLONGO_1,X,1613.28,1612.77,-0.51,0.8,-0.8
17/11/2025,10:35:11,N/D,SLOT,OBLONGO_1,Y,-645.94,-646.39,-0.45,1.0,-1.0
17/11/2025,10:35:11,N/D,SLOT,OBLONGO_1,Z,19.15,19.26,0.11,0.8,-0.8
17/11/2025,10:35:11,N/D,PONTO,PTO_SUPERF_108,Y,-696.42,-696.29,0.14,0.0,-1.0
17/11/2025,10:35:11,N/D,PONTO,PTO_SUPERF_109,Y,-696.42,-696.31,0.11,0.0,-1.0
17/11/2025,10:35:11,N/D,PONTO,PTO_SUPERF_110,Y,-696.42,-696.26,0.16,0.0,-1.0
17/11/2025,10:35:11,N/D,PONTO,PTO_SUPERF_111,Y,-696.42,-696.39,0.03,0.0,-1.0
